symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
CDH12	0.14178	4.3399	1.6703	0.13087	0.29202	-5.6488
RAB29	-0.21052	4.668	-1.6697	0.131	0.29224	-5.6497
LAMC2	0.16109	3.5656	1.6695	0.13104	0.29224	-5.6499
FAM32A	0.21685	8.347	1.6691	0.13111	0.29234	-5.6505
PCLO	0.20707	3.8453	1.6688	0.13118	0.29239	-5.6509
SERPINB2	0.83601	10.609	1.6686	0.13121	0.29239	-5.6511
GGA2	-0.28128	6.7483	-1.6681	0.13131	0.29255	-5.6518
STK39	0.16773	4.6885	1.6679	0.13135	0.29256	-5.6521
POLD3	-0.30866	6.7976	-1.6673	0.13149	0.29279	-5.653
SAC3D1	-0.19195	7.2045	-1.666	0.13174	0.29328	-5.6548
APPBP2	-0.38096	3.904	-1.6658	0.13179	0.2933	-5.6551
MT1G	1.0271	7.918	1.6653	0.13189	0.29346	-5.6558
IRX5	0.1715	5.7455	1.6646	0.13202	0.29367	-5.6567
DSTNP2	0.30343	5.5806	1.6643	0.13208	0.29372	-5.6571
MTCL1	0.22704	3.3586	1.6631	0.13232	0.29419	-5.6588
MLN	-0.15427	5.5366	-1.6629	0.13237	0.29422	-5.6591
TK2	-0.25808	5.8647	-1.6627	0.1324	0.29422	-5.6593
AP3B1	-0.38892	7.8482	-1.6624	0.13247	0.2943	-5.6598
EPX	0.18046	3.9426	1.6614	0.13268	0.29469	-5.6612
CIRBP	-0.41438	8.8387	-1.6606	0.13284	0.29496	-5.6623
RPL29	-0.32949	10.505	-1.6604	0.13289	0.295	-5.6626
OSBPL3	-0.24836	4.5679	-1.6599	0.13299	0.295	-5.6633
SDR39U1	-0.16938	7.0907	-1.6597	0.13302	0.295	-5.6635
HOXD8	-0.16817	4.201	-1.6596	0.13304	0.295	-5.6637
HIST1H1T	0.14907	4.6471	1.6596	0.13304	0.295	-5.6637
PPFIA3	0.15388	5.7465	1.6595	0.13306	0.295	-5.6638
MTMR3	0.28957	7.4062	1.6585	0.13327	0.29534	-5.6652
EFCAB14	-0.39359	8.7971	-1.6584	0.13328	0.29534	-5.6653
ASB4	0.12974	3.6199	1.6582	0.13333	0.29537	-5.6656
ACVR2A	0.70475	6.8421	1.658	0.13338	0.2954	-5.6659
TULP2	0.2888	4.6173	1.657	0.13357	0.29574	-5.6672
PYGO1	0.1611	3.5947	1.6565	0.13367	0.2959	-5.668
SEPT2	-0.26584	10.458	-1.6562	0.13375	0.29598	-5.6684
EPB41L1	0.12701	6.0416	1.6559	0.1338	0.29603	-5.6688
TNFRSF13B	-0.12865	7.164	-1.6557	0.13384	0.29603	-5.669
HLA-DRA	0.13491	12.706	1.6551	0.13396	0.29624	-5.6699
ARHGEF10	0.15147	5.5754	1.6518	0.13465	0.29761	-5.6745
PTPRC	0.36447	9.6763	1.6517	0.13467	0.29761	-5.6746
NUP153	0.47884	6.8871	1.6516	0.13469	0.29761	-5.6748
MMP8	0.18217	2.6153	1.6514	0.13473	0.29764	-5.6751
NAA10	-0.20938	5.9821	-1.6508	0.13486	0.29766	-5.6759
GREB1	0.13887	2.7746	1.6507	0.13487	0.29766	-5.676
CNTN2	-0.18991	8.1819	-1.6507	0.13487	0.29766	-5.676
BAIAP3	0.14992	7.6248	1.6507	0.13488	0.29766	-5.6761
IZUMO4	-0.18201	5.9081	-1.65	0.13501	0.29781	-5.6769
ISG20L2	0.14974	6.262	1.6499	0.13503	0.29781	-5.6771
ELL	-0.19463	7.6017	-1.6498	0.13505	0.29781	-5.6772
ARL6IP5	-0.29407	7.8094	-1.6496	0.1351	0.29783	-5.6775
GUCA2A	-0.17127	6.7391	-1.6488	0.13527	0.298	-5.6787
TYRP1	0.18582	2.837	1.6486	0.1353	0.298	-5.6789
EIF4EBP1	-0.35404	8.601	-1.6486	0.13531	0.298	-5.6789
MAPKAPK5-AS1	0.13637	6.7718	1.6486	0.13531	0.298	-5.679
IRF9	-0.21329	9.1319	-1.6483	0.13538	0.29806	-5.6794
GAPVD1	-0.27399	4.7382	-1.6481	0.13541	0.29806	-5.6796
PART1	0.19679	3.63	1.647	0.13563	0.29836	-5.6811
NCBP1	-0.25246	4.9265	-1.647	0.13564	0.29836	-5.6811
ABI1	0.37549	7.8683	1.647	0.13565	0.29836	-5.6812
TAF4	-0.2458	4.9998	-1.6466	0.13572	0.29844	-5.6817
TNKS	0.21684	4.6126	1.6463	0.13578	0.29849	-5.682
DUSP11	0.283	8.164	1.6452	0.13601	0.29892	-5.6836
B4GALT5	0.37127	5.9411	1.645	0.13605	0.29893	-5.6838
UBE2A	0.38395	7.5277	1.6445	0.13615	0.29908	-5.6845
PNPLA2	-0.31213	9.4114	-1.6442	0.13621	0.29914	-5.6849
UCHL1	0.1892	5.2266	1.6437	0.13633	0.29932	-5.6857
PLOD3	-0.23476	8.7947	-1.6432	0.13643	0.29939	-5.6864
TPTEP1	-0.35765	6.3545	-1.6432	0.13643	0.29939	-5.6864
SRGAP3	-0.20697	6.3883	-1.6428	0.13651	0.29948	-5.6869
DLX4	0.20228	4.2798	1.642	0.13669	0.29981	-5.6881
P2RX7	0.59883	7.7624	1.6413	0.13683	0.30003	-5.689
USP9X	0.19785	7.6468	1.6404	0.13701	0.30036	-5.6902
TAF5	0.16206	5.8277	1.6402	0.13705	0.30037	-5.6905
GEMIN2	-0.2877	3.1008	-1.6392	0.13727	0.30078	-5.6919
GPR35	-0.55192	8.1345	-1.6384	0.13744	0.30106	-5.693
FSTL4	-0.13818	4.0621	-1.638	0.13753	0.30114	-5.6936
ARFGEF2	0.18873	5.5749	1.6379	0.13754	0.30114	-5.6937
ISLR	0.217	7.7099	1.6374	0.13765	0.3013	-5.6944
HSPB11	-0.45457	6.8409	-1.637	0.13773	0.30139	-5.6949
PPP4R1	0.31783	7.4239	1.6369	0.13776	0.30139	-5.6951
FOXC1	-0.1866	2.967	-1.6358	0.138	0.30183	-5.6966
RAD51C	-0.15878	3.5828	-1.6354	0.13807	0.30191	-5.6971
CACNA1H	0.15822	6.0087	1.6352	0.13811	0.30192	-5.6974
PPP2R1B	0.35029	5.8658	1.6348	0.1382	0.30204	-5.698
TCAP	-0.21456	7.7997	-1.6346	0.13825	0.30207	-5.6983
SORCS3	0.21418	4.5408	1.6339	0.13839	0.3023	-5.6992
MRPL19	-0.42888	4.0947	-1.6334	0.13849	0.30244	-5.6998
RND2	0.15324	4.7589	1.6326	0.13866	0.30274	-5.701
VGF	0.20076	7.322	1.6323	0.13874	0.30283	-5.7015
LNPEP	0.17471	5.3586	1.6297	0.13927	0.30392	-5.7049
DSG2	0.22104	3.7604	1.6291	0.13942	0.30416	-5.7058
FBXL2	0.16005	3.0535	1.6283	0.13958	0.30443	-5.7069
MEGF6	-0.18315	6.8499	-1.6278	0.13968	0.30449	-5.7075
PTPN3	0.16733	5.5031	1.6278	0.13968	0.30449	-5.7075
HIST1H2AL	-0.27323	6.8488	-1.6277	0.13971	0.30449	-5.7077
FPR3	-1.0519	8.9361	-1.627	0.13985	0.30473	-5.7086
KIAA1279	-0.53604	6.5911	-1.6268	0.1399	0.30475	-5.709
SLC9A3R2	-0.19083	7.7969	-1.6266	0.13995	0.30479	-5.7093
GRK4	-0.14143	4.6781	-1.6251	0.14026	0.30538	-5.7113
RNF14	-0.38972	6.2174	-1.6247	0.14036	0.30552	-5.7119
MYT1	0.14432	5.8048	1.6244	0.14041	0.30554	-5.7122
AMPD3	0.85488	7.1012	1.6243	0.14044	0.30554	-5.7124
NTN3	-0.14542	7.3582	-1.624	0.1405	0.30554	-5.7128
RFK	0.28682	5.861	1.6239	0.14051	0.30554	-5.7129
MYOC	0.18259	3.7488	1.6232	0.14067	0.30572	-5.7139
PDK1	0.27403	5.1251	1.6232	0.14068	0.30572	-5.7139
CACNB3	0.19641	5.1226	1.6231	0.1407	0.30572	-5.7141
LTK	0.14264	6.8889	1.6221	0.14091	0.30611	-5.7154
EIF2S1	0.40107	6.93	1.6213	0.14108	0.30639	-5.7165
WT1	0.15234	5.3429	1.6194	0.14148	0.30714	-5.7191
DDX1	-0.54595	6.4668	-1.6193	0.14151	0.30714	-5.7192
RARG	0.19423	6.8825	1.6192	0.14153	0.30714	-5.7193
SEC13	0.30728	7.3275	1.6183	0.14172	0.30748	-5.7206
SATB1	-0.67005	7.2121	-1.618	0.14179	0.30756	-5.721
MBNL1	0.40859	8.3434	1.6174	0.14191	0.30769	-5.7218
EFEMP1	0.17394	3.1906	1.6174	0.14193	0.30769	-5.7219
SON	0.22994	7.1389	1.617	0.14202	0.30781	-5.7224
CHMP2A	0.2672	8.883	1.6168	0.14205	0.30781	-5.7226
N4BP3	0.1831	3.5169	1.6165	0.14212	0.30787	-5.7231
C9orf114	-0.15127	7.5788	-1.6158	0.14227	0.30812	-5.724
DNAJC8	0.25572	8.2276	1.6141	0.14264	0.30886	-5.7264
GRM5	0.15326	3.6286	1.6135	0.14276	0.30893	-5.7271
ARHGEF9	-0.14025	2.6615	-1.6134	0.14279	0.30893	-5.7273
HBBP1	0.15369	4.8363	1.6134	0.14279	0.30893	-5.7273
MAGEB4	0.13398	4.0303	1.6133	0.14282	0.30893	-5.7275
PCK1	0.12036	3.1186	1.6128	0.14292	0.30908	-5.7281
GPR1	0.12724	3.719	1.6123	0.14303	0.30923	-5.7288
CLP1	0.17825	6.5778	1.612	0.14311	0.30931	-5.7293
CLCN3	-0.17724	2.6784	-1.6111	0.14329	0.30961	-5.7304
LMAN1	0.26142	3.2733	1.611	0.14331	0.30961	-5.7306
FILIP1L	0.8182	5.2738	1.6106	0.14339	0.3097	-5.7311
NMI	0.31117	8.4386	1.6101	0.14351	0.30988	-5.7318
PDE6H	0.2512	3.0306	1.6097	0.14361	0.30992	-5.7324
EVI2A	0.60898	8.2735	1.6095	0.14364	0.30992	-5.7326
AXIN1	-0.18224	8.0381	-1.6095	0.14364	0.30992	-5.7326
GPR4	0.13437	2.3186	1.6092	0.1437	0.30997	-5.733
ACTB	-0.62902	11.774	-1.6086	0.14383	0.31018	-5.7338
PFDN1	-0.16997	7.4802	-1.608	0.14396	0.31039	-5.7346
WASF2	-0.19749	6.7703	-1.6078	0.14401	0.31041	-5.7349
PHYH	-0.62108	6.361	-1.6076	0.14407	0.31046	-5.7353
TFAP2A	0.15372	4.6626	1.6069	0.14421	0.3107	-5.7362
PKM	0.12656	8.3388	1.6064	0.14433	0.3108	-5.7369
LDHB	-0.55242	7.7302	-1.6063	0.14434	0.3108	-5.7369
GJA4	0.10917	4.5458	1.6059	0.14444	0.3108	-5.7376
CTNNA1	0.28247	9.0904	1.6058	0.14446	0.3108	-5.7377
PP14571	0.20795	4.2457	1.6057	0.14447	0.3108	-5.7378
NCLN	-0.30686	5.3275	-1.6057	0.14448	0.3108	-5.7378
BRMS1	-0.18486	7.5342	-1.6049	0.14465	0.31104	-5.7389
CD160	0.15561	3.241	1.6048	0.14469	0.31104	-5.7391
FCN3	0.16428	5.0515	1.6047	0.1447	0.31104	-5.7392
FBXL5	0.42483	3.5646	1.6038	0.1449	0.3114	-5.7404
GRSF1	-0.34487	6.0935	-1.6031	0.14505	0.31158	-5.7414
CCL15	0.12519	6.2017	1.603	0.14508	0.31158	-5.7415
KALRN	0.11889	2.6303	1.6029	0.14509	0.31158	-5.7416
PPIP5K1	-0.14639	4.1038	-1.602	0.1453	0.31194	-5.7429
SCEL	0.11975	2.9601	1.6018	0.14533	0.31194	-5.7431
TRPC6	0.18093	2.6596	1.6009	0.14553	0.31228	-5.7443
ACP2	-0.88332	8.1392	-1.6007	0.14559	0.31234	-5.7447
APC	0.22501	4.1443	1.5983	0.14611	0.31331	-5.7478
SPTBN2	-0.12189	5.721	-1.5983	0.14612	0.31331	-5.7479
GIT2	-0.43611	5.812	-1.597	0.1464	0.31381	-5.7496
TRO	0.17615	5.168	1.5969	0.14643	0.31381	-5.7498
MEP1A	0.1116	5.5733	1.5968	0.14646	0.31381	-5.75
COL11A1	0.16056	3.747	1.5963	0.14656	0.31395	-5.7506
SCG2	0.21593	2.8328	1.5961	0.1466	0.31396	-5.7509
DICER1	-0.45262	7.6864	-1.5959	0.14666	0.31401	-5.7512
NT5E	0.49086	3.3716	1.5953	0.14678	0.31418	-5.7519
TYRO3	0.26315	4.1796	1.5951	0.14684	0.31423	-5.7523
ADD2	0.19697	5.946	1.5948	0.14689	0.31427	-5.7526
NPRL2	-0.16119	5.4722	-1.5934	0.14721	0.31487	-5.7546
NARS	-0.36064	9.0949	-1.5925	0.14742	0.31523	-5.7558
HAVCR1	0.68515	3.8974	1.592	0.14753	0.31534	-5.7565
PRKCE	-0.13864	4.3212	-1.5919	0.14754	0.31534	-5.7566
PRSS12	0.1368	3.3022	1.5913	0.14769	0.31554	-5.7575
DEDD	-0.11679	6.3382	-1.5911	0.14773	0.31554	-5.7577
KLK8	-0.16625	5.269	-1.591	0.14774	0.31554	-5.7578
GABRR1	0.11732	2.4747	1.5908	0.14778	0.31555	-5.758
ATP5C1	-0.33126	8.4262	-1.5897	0.14803	0.316	-5.7595
DYNLL1	0.25691	10.763	1.5894	0.14811	0.31604	-5.76
CCBL2	-0.22966	5.4814	-1.5893	0.14813	0.31604	-5.7601
GIPR	-0.17035	5.8822	-1.5891	0.14817	0.31606	-5.7604
IFNGR1	-0.3659	9.1866	-1.5886	0.14829	0.31624	-5.7611
CXCR4	0.43991	10.458	1.5884	0.14833	0.31625	-5.7613
TRIM15	-0.18521	5.553	-1.5872	0.1486	0.31675	-5.763
KEAP1	-0.39921	7.4917	-1.5867	0.14871	0.31689	-5.7636
AQP1	0.15532	6.0466	1.5862	0.14883	0.31703	-5.7643
SLC15A2	0.15604	5.8741	1.5861	0.14885	0.31703	-5.7644
TGFBR2	-0.58687	6.9639	-1.5852	0.14906	0.31737	-5.7657
MAG	-0.16465	8.2439	-1.585	0.1491	0.31737	-5.766
RNASEH2A	-0.18336	6.6284	-1.5849	0.14912	0.31737	-5.766
MTMR9	0.60821	5.7902	1.5846	0.14918	0.31739	-5.7664
SLC1A7	0.19733	6.6094	1.5846	0.1492	0.31739	-5.7665
NLGN4Y	0.13337	2.6945	1.5835	0.14945	0.31784	-5.768
CIB2	-0.16208	5.3078	-1.5833	0.14949	0.31785	-5.7683
AF070581	0.12691	2.3309	1.583	0.14956	0.31793	-5.7687
DPT	0.14016	6.2013	1.5826	0.14966	0.31805	-5.7693
TAL1	0.17953	5.8438	1.5822	0.14974	0.31811	-5.7697
TCF7L2	0.18912	5.9227	1.5821	0.14976	0.31811	-5.7699
PPP3CA	-0.24603	4.5339	-1.5817	0.14986	0.31824	-5.7704
ABCC3	-0.5323	6.5409	-1.5814	0.14993	0.31832	-5.7709
IQGAP1	-0.24037	9.74	-1.581	0.15002	0.31842	-5.7714
CEP290	-0.16292	3.3253	-1.5806	0.15009	0.31844	-5.7718
GPR135	0.11674	4.9629	1.5806	0.1501	0.31844	-5.7719
C9	0.21548	5.9256	1.5795	0.15035	0.3189	-5.7734
DOT1L	0.13648	5.9935	1.5788	0.1505	0.31914	-5.7743
TNFRSF9	0.50574	3.6185	1.5781	0.15066	0.3194	-5.7752
KANK1	1.7225	6.0059	1.5778	0.15075	0.31948	-5.7757
PRDM1	0.29157	6.6302	1.5776	0.15079	0.31948	-5.776
LAGE3	-0.26066	8.1961	-1.5773	0.15084	0.31948	-5.7763
LARGE	-0.14925	4.4967	-1.5773	0.15084	0.31948	-5.7763
HDAC3	-0.18319	6.0596	-1.5766	0.15102	0.31966	-5.7773
BBS4	-0.17676	4.7919	-1.5765	0.15104	0.31966	-5.7774
SPRR1B	0.12853	4.005	1.5765	0.15104	0.31966	-5.7775
TSPAN9	-0.14977	3.8014	-1.576	0.15114	0.31979	-5.778
ECM2	0.15817	4.6862	1.5748	0.15144	0.32029	-5.7798
BCAS2	0.51726	3.9223	1.5747	0.15145	0.32029	-5.7799
KTN1	0.31102	7.7163	1.5732	0.1518	0.32086	-5.7819
MAP7	-0.23424	3.175	-1.5729	0.15185	0.32086	-5.7822
SGCG	0.14754	5.144	1.5729	0.15186	0.32086	-5.7823
SLC39A7	-0.56405	6.5712	-1.5727	0.15191	0.32086	-5.7826
IFNA1	0.23174	3.1113	1.5726	0.15193	0.32086	-5.7827
RCHY1	0.32684	6.7663	1.5725	0.15195	0.32086	-5.7828
PRMT3	-0.46408	4.3901	-1.5722	0.15202	0.32089	-5.7832
PDYN	0.16511	5.4631	1.5722	0.15203	0.32089	-5.7833
MMP24	-0.13394	6.4928	-1.571	0.1523	0.32138	-5.7848
PUF60	-0.27147	8.6509	-1.5708	0.15235	0.32139	-5.7851
ACSL4	0.47283	4.468	1.5701	0.1525	0.32156	-5.786
CCL23	-0.12818	4.921	-1.5701	0.1525	0.32156	-5.786
TRIP12	0.27391	7.7769	1.5691	0.15273	0.32197	-5.7873
CCT6A	0.4632	6.8364	1.569	0.15277	0.32198	-5.7876
MNT	0.59534	7.1117	1.5682	0.15296	0.32229	-5.7887
BARX2	0.13975	5.3296	1.5676	0.15308	0.32242	-5.7894
CEP350	-0.16374	7.0578	-1.5676	0.15309	0.32242	-5.7895
C1S	0.46644	4.3785	1.5672	0.15319	0.32254	-5.79
SSTR2	0.21691	6.9618	1.5657	0.15352	0.32316	-5.7919
MYF6	-0.11392	3.7224	-1.5626	0.15426	0.32464	-5.7962
SEMA3E	0.14873	2.6012	1.5623	0.15433	0.32467	-5.7966
XAF1	-0.44474	5.6788	-1.5621	0.15437	0.32467	-5.7968
ATF5	-0.69482	7.5275	-1.562	0.15439	0.32467	-5.7969
GLOD4	-0.39934	7.0217	-1.5618	0.15444	0.32469	-5.7972
ADORA1	0.1304	5.4772	1.5616	0.15449	0.32473	-5.7975
SMURF1	-0.19166	3.7554	-1.5611	0.1546	0.32485	-5.7982
CCDC9	-0.1529	8.4894	-1.5608	0.15466	0.32485	-5.7985
Il10	-0.13768	4.6984	-1.5608	0.15467	0.32485	-5.7985
NPEPPS	0.30899	6.9948	1.5607	0.1547	0.32485	-5.7987
MCM4	-0.16147	4.6228	-1.5602	0.15482	0.32502	-5.7994
HES2	-0.19555	5.7858	-1.5597	0.15493	0.32518	-5.8001
FICD	0.34486	4.9394	1.5594	0.15499	0.32522	-5.8004
CD24	0.24527	3.1472	1.5584	0.15524	0.32566	-5.8018
FNDC3A	0.26047	8.9054	1.5575	0.15544	0.32584	-5.8029
SH3BGRL	-0.21606	9.5039	-1.5575	0.15545	0.32584	-5.803
DCAF11	-0.14255	8.4288	-1.5575	0.15545	0.32584	-5.803
CYP1A2	0.13896	4.2634	1.5574	0.15548	0.32584	-5.8032
PLA2R1	0.12995	2.8383	1.5567	0.15563	0.32606	-5.8041
CD68	-0.11473	9.639	-1.5566	0.15565	0.32606	-5.8042
ENPEP	0.14231	2.657	1.5562	0.15575	0.32617	-5.8047
P2RX4	0.47334	8.7416	1.5537	0.15635	0.32736	-5.8081
MPHOSPH10	-0.39558	5.8239	-1.5526	0.1566	0.3278	-5.8095
EP300	0.20727	5.7551	1.5522	0.1567	0.32793	-5.8101
CLSTN3	-0.13922	8.2147	-1.5514	0.15688	0.32819	-5.8111
MOCS1	-0.11659	5.7772	-1.5513	0.15692	0.32819	-5.8114
USP8	0.24944	6.2251	1.5512	0.15694	0.32819	-5.8115
AGFG1	0.39063	4.8459	1.5507	0.15706	0.32836	-5.8121
GABRB1	0.213	4.2066	1.55	0.15722	0.32858	-5.813
FABP3	0.14534	4.6052	1.5499	0.15724	0.32858	-5.8131
HGC6.3	0.18749	6.4566	1.5497	0.15729	0.32861	-5.8134
RAB40C	-0.17323	5.9619	-1.5495	0.15733	0.32861	-5.8137
GPC5	0.13643	2.3206	1.5482	0.15765	0.32919	-5.8154
CNN1	-0.20913	4.5902	-1.5473	0.15786	0.32955	-5.8166
CFB	0.11048	4.884	1.547	0.15793	0.32963	-5.817
YWHAZ	0.40131	9.9203	1.5468	0.15797	0.32963	-5.8173
HOXB1	-0.16479	5.5813	-1.5461	0.15816	0.32976	-5.8183
CDK18	-0.19986	5.951	-1.546	0.15818	0.32976	-5.8184
PSMA2	0.22768	6.8346	1.546	0.15818	0.32976	-5.8184
ULK1	-0.26413	7.3869	-1.5459	0.15819	0.32976	-5.8185
HMBS	-0.18109	4.721	-1.5453	0.15834	0.33	-5.8193
CCHCR1	-0.16261	5.2924	-1.545	0.15842	0.33005	-5.8198
PRPH	-0.20738	7.7982	-1.5449	0.15844	0.33005	-5.8199
PAFAH2	-0.12705	5.0378	-1.5443	0.15857	0.3301	-5.8206
GTF2E1	-0.3819	6.0329	-1.5443	0.15858	0.3301	-5.8207
SMAP1	-0.14773	6.2371	-1.5442	0.1586	0.3301	-5.8208
NTHL1	-0.13263	6.517	-1.5441	0.15862	0.3301	-5.8209
SCGB2A2	0.12529	2.8112	1.5434	0.1588	0.3304	-5.8219
SLC19A2	0.19559	4.4061	1.5429	0.15892	0.33057	-5.8226
GNLY	0.32029	5.2576	1.5426	0.15898	0.3306	-5.8229
HLA-G	-0.17537	9.9386	-1.5422	0.15908	0.3306	-5.8234
NOL7	-0.15577	5.2028	-1.5422	0.15908	0.3306	-5.8234
RAPGEF5	-0.1465	3.0079	-1.5422	0.15909	0.3306	-5.8235
ATP5J	-0.31545	7.9091	-1.5414	0.15927	0.33089	-5.8245
CBX4	-0.25596	5.6782	-1.5413	0.15931	0.3309	-5.8247
CEP57	-0.2579	4.9591	-1.5406	0.15947	0.33116	-5.8256
GPI	0.30252	9.5222	1.5379	0.16011	0.33237	-5.8291
ALG8	-0.61246	7.1742	-1.5378	0.16013	0.33237	-5.8293
SLC22A5	-0.28133	4.9182	-1.5377	0.16017	0.33237	-5.8295
MSH3	-0.31298	4.6334	-1.537	0.16034	0.33264	-5.8304
NIT1	-0.20391	6.8838	-1.5367	0.1604	0.33264	-5.8307
RNASEH2B	-0.21851	4.2105	-1.5367	0.16042	0.33264	-5.8308
CEACAM8	0.14109	2.6933	1.5361	0.16054	0.33282	-5.8315
AKAP8L	-0.21365	6.2436	-1.5353	0.16074	0.33315	-5.8326
TBR1	0.12068	2.7814	1.5349	0.16084	0.33324	-5.8332
SEMA5A	0.1357	5.8325	1.5348	0.16086	0.33324	-5.8333
CDYL	0.51508	7.5224	1.5342	0.161	0.33346	-5.8341
XIAP	0.17064	4.6253	1.5334	0.16122	0.33382	-5.8352
TRAF2	-0.12428	6.8858	-1.5331	0.16127	0.33386	-5.8355
U2AF2	-0.18459	6.7788	-1.532	0.16155	0.33433	-5.837
PLEKHA6	0.16994	4.9944	1.5318	0.1616	0.33433	-5.8373
MUC5AC	-0.14229	6.9001	-1.5317	0.16162	0.33433	-5.8374
PCYT1A	0.31712	6.4535	1.5314	0.16169	0.33433	-5.8378
ADAM15	-0.20052	7.6073	-1.5314	0.1617	0.33433	-5.8379
F2RL1	0.31359	4.8084	1.5311	0.16177	0.33439	-5.8382
MID1	0.13702	5.1378	1.5302	0.16198	0.33475	-5.8394
HNRNPA3	0.3444	7.2777	1.53	0.16204	0.3348	-5.8397
ADAM21	0.10986	3.2944	1.5295	0.16216	0.33496	-5.8404
GATA1	-0.14149	5.6378	-1.5293	0.16221	0.33499	-5.8407
PGAP1	0.37393	3.2296	1.5284	0.16242	0.33534	-5.8418
SHB	-0.2643	6.7127	-1.527	0.16278	0.33587	-5.8437
RFXANK	0.18257	4.595	1.527	0.16278	0.33587	-5.8437
RSL1D1	0.2662	7.1176	1.5269	0.16279	0.33587	-5.8438
MAPK4	0.18906	5.27	1.5266	0.16287	0.33594	-5.8442
SSR1	-0.28836	8.0223	-1.5261	0.16298	0.3361	-5.8448
LIMCH1	0.16701	2.8013	1.5257	0.16308	0.33622	-5.8453
LEPROTL1	-0.46784	5.823	-1.5247	0.16334	0.33667	-5.8467
GUCY1A2	0.1309	3.7677	1.5242	0.16346	0.33676	-5.8474
UMPS	-0.22096	6.555	-1.524	0.16351	0.33676	-5.8477
NKX2-1	0.18769	5.8239	1.5236	0.1636	0.33676	-5.8481
NAV3	0.11811	3.6423	1.5236	0.16361	0.33676	-5.8482
EMX2	-0.21099	4.1805	-1.5234	0.16366	0.33676	-5.8485
UNC5B	-0.2018	7.3809	-1.5233	0.16367	0.33676	-5.8485
CRYBA1	0.17328	3.692	1.5232	0.16371	0.33676	-5.8488
BCR	-0.15111	6.2536	-1.523	0.16375	0.33676	-5.8489
OBSL1	-0.19357	6.462	-1.5229	0.16377	0.33676	-5.8491
DDO	0.16638	2.5969	1.5228	0.16379	0.33676	-5.8492
TG	0.20262	5.8171	1.5227	0.16381	0.33676	-5.8493
STXBP5L	0.11786	4.2537	1.5223	0.16392	0.33676	-5.8499
FAM168A	-0.34714	3.8042	-1.5223	0.16394	0.33676	-5.85
DNAJC22	0.15133	4.9537	1.5222	0.16395	0.33676	-5.85
TET3	-0.28194	6.4772	-1.5221	0.16397	0.33676	-5.8501
PPP3R1	0.21342	4.9967	1.521	0.16426	0.33728	-5.8517
NPY5R	0.20591	3.3457	1.5202	0.16445	0.33759	-5.8527
SLC26A3	0.14757	2.3872	1.5199	0.16453	0.33767	-5.8531
CA5BP1	-0.23393	5.9214	-1.5196	0.1646	0.33772	-5.8535
CD40LG	0.11788	3.8598	1.5194	0.16464	0.33772	-5.8537
SMARCA4	-0.31821	6.8384	-1.5192	0.16469	0.33772	-5.854
TWIST1	0.15547	3.8534	1.5191	0.16471	0.33772	-5.8541
GADD45G	0.25652	6.6089	1.5186	0.16484	0.33791	-5.8548
RGS14	-0.21252	5.2449	-1.5183	0.1649	0.33796	-5.8551
STATH	0.12108	2.2958	1.5178	0.16504	0.33809	-5.8559
PIAS4	-0.22385	4.9712	-1.5178	0.16504	0.33809	-5.8559
LANCL1	-0.34067	5.5077	-1.5173	0.16516	0.33818	-5.8565
PRPS1	-0.18824	6.6646	-1.5173	0.16517	0.33818	-5.8565
SLC25A24	0.2149	3.1033	1.5165	0.16536	0.33848	-5.8575
PEX11A	-0.15438	4.2656	-1.516	0.16548	0.33866	-5.8582
ERCC6	0.20552	4.9858	1.5147	0.1658	0.33919	-5.8599
SERPINB5	0.13492	3.7093	1.5147	0.16582	0.33919	-5.86
UGP2	-0.1634	5.6694	-1.5143	0.16592	0.33932	-5.8605
RTF1	-0.31856	5.2253	-1.5136	0.16608	0.33956	-5.8614
SCAMP5	0.15942	5.7574	1.5135	0.16612	0.33956	-5.8616
RAD51B	-0.15078	2.3521	-1.5125	0.16635	0.33996	-5.8628
GDF15	-0.32512	6.8432	-1.512	0.16649	0.34015	-5.8636
DDX52	0.16346	4.5658	1.5118	0.16652	0.34015	-5.8637
MEF2C	-0.33579	5.7916	-1.5115	0.16661	0.34017	-5.8642
AOC4P	0.16519	7.0375	1.5114	0.16663	0.34017	-5.8643
FECH	-0.33514	2.7629	-1.5113	0.16665	0.34017	-5.8644
P4HB	-0.37421	9.9807	-1.511	0.16673	0.34024	-5.8648
PON1	-0.15639	2.5633	-1.5107	0.16681	0.34025	-5.8653
SMARCD1	-0.18885	6.5395	-1.5105	0.16685	0.34025	-5.8655
DNAJB5	0.44336	7.1523	1.5104	0.16687	0.34025	-5.8656
GTF2A2	-0.33617	7.7272	-1.5103	0.16692	0.34025	-5.8658
LILRA4	-0.42122	6.27	-1.5102	0.16693	0.34025	-5.8659
PRDX3	-0.54959	7.6245	-1.5095	0.16711	0.34049	-5.8668
SPOCK1	0.14076	4.0562	1.5091	0.1672	0.34049	-5.8673
PRM1	-0.26663	4.3768	-1.5091	0.16721	0.34049	-5.8673
NCOA2	-0.39939	5.0012	-1.509	0.16723	0.34049	-5.8674
CRYZ	-0.82471	5.3324	-1.509	0.16724	0.34049	-5.8675
GJB1	-0.19225	6.2769	-1.5082	0.16742	0.34077	-5.8685
